,playerId,nameFirst,nameLast,position,collegeId,Games played,nflId,Player Code,Team Code,Conference Code,NFL Forced Fumbles,NFL Fumble Turnover,NFL Interceptions,NFL Interception Yards,NFL Passing Yards,passAtt,passComp,NFL Passing TDs,NFL Pass Interceptions,NFL Yards per Completion,NFL Receptions,NFL Reception Yards,NFL Fumble on Reception,NFL Rushing Yards,NFL Rushing TDs,NFL Sacks,NFL Sack Yards,NFL Tackles,NCAA Games played,NCAA Yards per Carry,NCAA Rush TDs per Game,NCAA Pass Completion,NCAA Yards per Completion,NCAA Pass TDs per Game,NCAA Reception TDs per Game,NCAA Yards per Reception,NCAA Solo Tackle per Game,NCAA Assisted Tackle per Game,NCAA Tackle for Loss per Game,NCAA Yards per Tackle for Loss,NCAA Sacks per Game,NCAA Yards per Sack,NCAA Forced Fumbles per Game,NCAA Fumbles per Game,NCAA Broken up Pass per Game
298,20120035,Courtney,Upshaw,LB,35487.0,40,2532964.0,1015246,8,911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,-91.0,197.5,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.18,0.81,4.47,0.39,5.89,0.13,0.0,0.09
299,20140048,Timmy,Jernigan,DT,32306.0,50,2543461.0,1039429,234,821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,-198.0,221.5,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.71,0.66,4.16,0.22,7.41,0.0,0.0,0.03
300,20130520,Rashaan,Melvin,DB,60115.0,34,2541200.0,1017661,503,875,0.0,0.0,12.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.5,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,1.45,0.09,3.43,0.0,0.0,0.03,0.0,0.79
301,20140144,Telvin,Smith,LB,32306.0,40,2543711.0,1031864,234,821,0.0,0.0,12.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-44.0,867.5,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,1.47,0.57,4.69,0.14,8.14,0.04,0.0,0.2
302,20090062,Sen'Derrick,Marks,DT,36849.0,21,79603.0,81787,37,911,0.0,0.0,3.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,-168.0,234.5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.7,1.0,3.4,0.2,3.5,0.0,0.0,0.2
303,20130064,Dwayne,Gratz,DB,6269.0,19,2539946.0,1016050,164,823,0.0,0.0,3.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,1.07,0.22,2.2,0.0,0.0,0.07,0.0,0.62
304,20100010,Tyson,Alualu,DT,94720.0,61,496760.0,1000615,107,905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,-256.0,432.5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.86,5.26,0.54,6.96,0.12,0.0,0.24
305,20140159,Chris,Smith,DE,72701.0,42,2543692.0,1031037,31,911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,-235.0,132.5,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.52,0.76,5.64,0.54,7.3,0.02,0.0,0.18
306,20100240,Kavell,Conner,LB,29631.0,20,496915.0,80038,147,821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,405.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,4.07,0.46,3.6,0.11,6.67,0.07,0.0,0.11
307,20130056,Arthur,Brown,LB,66506.0,8,2539245.0,1017015,327,25354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,2.26,0.45,2.76,0.08,4.67,0.0,0.0,0.16
308,20120745,Omar,Brown,DB,25755.0,3,2535971.0,1016899,388,24312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,2.79,0.15,1.85,0.0,0.0,0.12,0.0,0.47
309,20130040,Cornellius,Carradine,DE,32306.0,29,2539224.0,1039433,234,821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,-116.0,175.5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,1.96,0.88,6.0,0.69,6.97,0.04,0.0,0.0
310,20140077,Chris,Borland,LB,53706.0,18,2543772.0,1027177,796,827,0.0,0.0,9.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-39.0,378.0,53,0.0,0.0,0.02,23.0,0.0,0.0,0.0,4.4,3.51,0.93,3.39,0.31,6.0,0.26,0.0,0.28
311,20140073,Preston,Brown,LB,40292.0,54,2543814.0,1032473,367,823,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.5,46,21.0,0.0,0.0,0.0,0.0,0.0,8.5,3.87,2.65,0.46,3.81,0.13,8.17,0.07,0.0,0.11
312,20120105,Nigel,Bradham,LB,32306.0,53,2532800.0,1016254,234,821,0.0,0.0,5.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,-44.0,780.5,51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,2.29,0.42,3.86,0.18,5.56,0.04,0.0,0.22
313,20110100,Da'Norris,Searcy,DB,27599.0,42,2495339.0,1010068,457,821,0.0,1.0,16.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-33.0,302.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.19,0.16,3.8,0.06,5.5,0.0,0.03,0.32
314,20100062,Brandon,Spikes,LB,32611.0,21,496953.0,1001141,235,911,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,391.5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.08,0.58,3.5,0.19,6.0,0.04,0.0,0.21
315,20110847,Corbin,Bryant,DE,60208.0,22,2531031.0,1002740,509,827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,-84.0,67.5,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.03,0.57,3.69,0.13,8.22,0.06,0.0,0.09
316,20140435,Xavius,Boyd,LB,42101.0,5,2550179.0,1034963,772,853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,2.58,0.63,4.04,0.21,7.26,0.07,0.02,0.07
317,20120223,Travis,Lewis,LB,73019.0,6,2532892.0,1010576,522,25354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,3.81,0.58,3.13,0.13,7.0,0.08,0.0,0.25
318,20141016,Shamari,Benton,LB,48858.0,2,2551530.0,1023546,129,875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,4.24,0.4,2.61,0.05,8.0,0.05,0.0,0.15
